request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_169,41976.00,affordable_now,full_payment,2024-03-04:41976,2024-03-04,none,Requested: ZAR 41976. Safe to pay today: ZAR 41976.00. Current available balance: ZAR 77544.5; required minimum balance: ZAR 18700. Recommendation: full_payment. Payment plan: 2024-03-04:41976. The selected full payment is safe on the request date under the deterministic 90-day forecast. Included recurring rent expense: ZAR 8932.
request_170,33972869.01,affordable_with_plan,installments,2025-08-06:12804480|2025-09-03:12804480|2025-10-01:12804480,2025-08-15,none,Requested: IDR 36936000. Safe to pay today: IDR 33972869.01. Current available balance: IDR 69446998.4; required minimum balance: IDR 24715800. Recommendation: installments. Payment plan: 2025-08-06:12804480|2025-09-03:12804480|2025-10-01:12804480. The selected plan completes the request by its deadline while preserving the 90-day minimum-balance requirement. Earliest safe full-payment date: 2025-08-15. Included recurring rent expense: IDR 10507000.
request_171,69.20,not_affordable,not_recommended,none,,none,Requested: EUR 1878.8. Safe to pay today: EUR 69.20. Current available balance: EUR 810.65; required minimum balance: EUR 500. Recommendation: not_recommended. No safe eligible supplied payment plan completes the request by 2026-09-10 while preserving the 90-day minimum-balance requirement. Included recurring housing expense: EUR 81.
request_172,10200.00,affordable_with_plan,installments,2024-06-05:5304|2024-07-03:5304,2024-06-05,none,Requested: ZAR 10200. Safe to pay today: ZAR 10200.00. Current available balance: ZAR 50942.4; required minimum balance: ZAR 27200. Recommendation: installments. Payment plan: 2024-06-05:5304|2024-07-03:5304. The selected plan completes the request by its deadline while preserving the 90-day minimum-balance requirement. Included recurring rent expense: ZAR 10340.
request_173,70005.94,affordable_with_plan,installments,2025-11-21:39173.33|2025-12-19:39173.33|2026-01-16:39173.33,2025-11-15,none,Requested: INR 113000. Safe to pay today: INR 70005.94. Current available balance: INR 162290.53; required minimum balance: INR 79100. Recommendation: installments. Payment plan: 2025-11-21:39173.33|2025-12-19:39173.33|2026-01-16:39173.33. The selected plan completes the request by its deadline while preserving the 90-day minimum-balance requirement. Earliest safe full-payment date: 2025-11-15. Included confirmed salary: INR 106995.72 on 2025-11-15. Included recurring rent expense: INR 34000.
request_174,1146.20,affordable_with_plan,installments,2026-04-04:397.35|2026-05-04:397.35|2026-06-03:397.35,2026-04-04,none,Requested: EUR 1146.2. Safe to pay today: EUR 1146.20. Current available balance: EUR 3266.04; required minimum balance: EUR 700. Recommendation: installments. Payment plan: 2026-04-04:397.35|2026-05-04:397.35|2026-06-03:397.35. The selected plan completes the request by its deadline while preserving the 90-day minimum-balance requirement. Included recurring rent expense: EUR 204.6.
request_175,2346.30,affordable_now,full_payment,2024-09-06:2346.3,2024-09-06,none,Requested: EUR 2346.3. Safe to pay today: EUR 2346.30. Current available balance: EUR 4760.25; required minimum balance: EUR 1700. Recommendation: full_payment. Payment plan: 2024-09-06:2346.3. The selected full payment is safe on the request date under the deterministic 90-day forecast. Included recurring rent expense: EUR 496.1.
request_176,398.06,not_affordable,not_recommended,none,2025-04-15,none,Requested: EUR 1239.7. Safe to pay today: EUR 398.06. Current available balance: EUR 1286.95; required minimum balance: EUR 600. Recommendation: not_recommended. No safe eligible supplied payment plan completes the request by 2025-02-27 while preserving the 90-day minimum-balance requirement. Earliest safe full-payment date: 2025-04-15. Included recurring rent expense: EUR 258.5.
request_177,1017.60,affordable_now,full_payment,2026-01-05:1017.6,2026-01-05,none,Requested: USD 1017.6. Safe to pay today: USD 1017.60. Current available balance: USD 2987.24; required minimum balance: USD 1300. Recommendation: full_payment. Payment plan: 2026-01-05:1017.6. The selected full payment is safe on the request date under the deterministic 90-day forecast. Included recurring rent expense: USD 490.8.
request_178,2938.10,affordable_with_plan,installments,2024-12-07:1018.54|2025-01-07:1018.54|2025-02-07:1018.54,2024-12-07,none,Requested: EUR 2938.1. Safe to pay today: EUR 2938.10. Current available balance: EUR 7959.3; required minimum balance: EUR 1400. Recommendation: installments. Payment plan: 2024-12-07:1018.54|2025-01-07:1018.54|2025-02-07:1018.54. The selected plan completes the request by its deadline while preserving the 90-day minimum-balance requirement. Included recurring rent expense: EUR 540.1.
request_179,10101492.78,affordable_later,wait,2025-06-15:41648000,2025-06-15,none,Requested: IDR 41648000. Safe to pay today: IDR 10101492.78. Current available balance: IDR 79388050; required minimum balance: IDR 41430800. Recommendation: wait. Payment plan: 2025-06-15:41648000. The selected full payment becomes safe later within the forecast horizon. Included recurring rent expense: IDR 13623000.
request_180,38020.34,not_affordable,not_recommended,none,,none,Requested: INR 66500. Safe to pay today: INR 38020.34. Current available balance: INR 134980; required minimum balance: INR 37300. Recommendation: not_recommended. No safe eligible supplied payment plan completes the request by 2026-09-02 while preserving the 90-day minimum-balance requirement. Included confirmed salary: INR 59000 on 2026-07-15. Included recurring rent expense: INR 17400.
request_181,354.62,not_affordable,not_recommended,none,2024-05-15,none,Requested: USD 5059.2. Safe to pay today: USD 354.62. Current available balance: USD 3362; required minimum balance: USD 2000. Recommendation: not_recommended. No safe eligible supplied payment plan completes the request by 2024-04-07 while preserving the 90-day minimum-balance requirement. Earliest safe full-payment date: 2024-05-15. Included confirmed salary: USD 2580 on 2024-03-15. Included recurring rent expense: USD 877.2.
request_182,65714.00,affordable_now,full_payment,2025-08-05:65714,2025-08-05,none,Requested: ZAR 65714. Safe to pay today: ZAR 65714.00. Current available balance: ZAR 125010.3; required minimum balance: ZAR 31100. Recommendation: full_payment. Payment plan: 2025-08-05:65714. The selected full payment is safe on the request date under the deterministic 90-day forecast. Included recurring housing expense: ZAR 5522.
request_183,25205746.07,affordable_with_plan,installments,2026-04-10:9313546.67|2026-05-10:9313546.67|2026-06-09:9313546.67,2026-04-15,none,Requested: IDR 26866000. Safe to pay today: IDR 25205746.07. Current available balance: IDR 42156223.74; required minimum balance: IDR 11878300. Recommendation: installments. Payment plan: 2026-04-10:9313546.67|2026-05-10:9313546.67|2026-06-09:9313546.67. The selected plan completes the request by its deadline while preserving the 90-day minimum-balance requirement. Earliest safe full-payment date: 2026-04-15. Included recurring rent expense: IDR 5776000.
request_184,20146.48,not_affordable,not_recommended,none,,none,Requested: INR 251900. Safe to pay today: INR 20146.48. Current available balance: INR 163160; required minimum balance: INR 110800. Recommendation: not_recommended. No safe eligible supplied payment plan completes the request by 2024-07-30 while preserving the 90-day minimum-balance requirement. Included recurring rent expense: INR 42300.
request_185,396.77,affordable_later,wait,2025-12-15:1257.3,2025-12-15,none,Requested: EUR 1257.3. Safe to pay today: EUR 396.77. Current available balance: EUR 2083.4; required minimum balance: EUR 1300. Recommendation: wait. Payment plan: 2025-12-15:1257.3. The selected full payment becomes safe later within the forecast horizon. Included recurring rent expense: EUR 451.
request_186,6537.01,affordable_later,wait,2026-02-15:26554,2026-02-15,none,Requested: ZAR 26554. Safe to pay today: ZAR 6537.01. Current available balance: ZAR 44863.5; required minimum balance: ZAR 22000. Recommendation: wait. Payment plan: 2026-02-15:26554. The selected full payment becomes safe later within the forecast horizon. Included recurring rent expense: ZAR 7348.
request_187,37433.83,affordable_later,wait,2024-09-15:187500,2024-09-15,none,Requested: INR 187500. Safe to pay today: INR 37433.83. Current available balance: INR 195735; required minimum balance: INR 128300. Recommendation: wait. Payment plan: 2024-09-15:187500. The selected full payment becomes safe later within the forecast horizon. Included confirmed salary: INR 145000 on 2024-09-15. Included recurring rent expense: INR 34600.
request_188,117.12,not_affordable,not_recommended,none,,none,Requested: EUR 2464. Safe to pay today: EUR 117.12. Current available balance: EUR 1485.3; required minimum balance: EUR 900. Recommendation: not_recommended. No safe eligible supplied payment plan completes the request by 2025-03-04 while preserving the 90-day minimum-balance requirement. Included recurring rent expense: EUR 451.
request_189,488.40,affordable_now,full_payment,2026-07-04:488.4,2026-07-04,none,Requested: EUR 488.4. Safe to pay today: EUR 488.40. Current available balance: EUR 1147.66; required minimum balance: EUR 400. Recommendation: full_payment. Payment plan: 2026-07-04:488.4. The selected full payment is safe on the request date under the deterministic 90-day forecast. Included confirmed salary: EUR 627 on 2026-07-15. Included recurring housing expense: EUR 48.
request_190,621.87,affordable_later,wait,2024-12-15:2557.5,2024-12-15,none,Requested: EUR 2557.5. Safe to pay today: EUR 621.87. Current available balance: EUR 3155.8; required minimum balance: EUR 1600. Recommendation: wait. Payment plan: 2024-12-15:2557.5. The selected full payment becomes safe later within the forecast horizon. Included confirmed salary: EUR 2849 on 2024-12-15. Included recurring rent expense: EUR 728.2.
request_191,664.40,affordable_now,full_payment,2025-05-03:664.4,2025-05-03,none,Requested: EUR 664.4. Safe to pay today: EUR 664.40. Current available balance: EUR 1591.06; required minimum balance: EUR 500. Recommendation: full_payment. Payment plan: 2025-05-03:664.4. The selected full payment is safe on the request date under the deterministic 90-day forecast. Included recurring housing expense: EUR 74.
request_192,148.62,not_affordable,not_recommended,none,,none,Requested: USD 2046. Safe to pay today: USD 148.62. Current available balance: USD 1384.8; required minimum balance: USD 1000. Recommendation: not_recommended. No safe eligible supplied payment plan completes the request by 2026-05-11 while preserving the 90-day minimum-balance requirement. Included confirmed salary: USD 813.6 on 2026-04-15. Included recurring rent expense: USD 375.6.
request_193,166.71,affordable_with_plan,installments,2024-03-21:420.23|2024-04-21:420.23|2024-05-22:420.23,2024-04-15,none,Requested: EUR 1212.2. Safe to pay today: EUR 166.71. Current available balance: EUR 1310.62; required minimum balance: EUR 1000. Recommendation: installments. Payment plan: 2024-03-21:420.23|2024-04-21:420.23|2024-05-22:420.23. The selected plan completes the request by its deadline while preserving the 90-day minimum-balance requirement. Earliest safe full-payment date: 2024-04-15. Included recurring rent expense: EUR 429.
request_194,40508.58,affordable_later,wait,2025-10-23:132800,2025-10-23,none,Requested: INR 132800. Safe to pay today: INR 40508.58. Current available balance: INR 208630; required minimum balance: INR 113600. Recommendation: wait. Payment plan: 2025-10-23:132800. The selected full payment becomes safe later within the forecast horizon. Included confirmed salary: INR 137000 on 2025-08-23. Included recurring rent expense: INR 40200.
request_195,1076.32,affordable_with_plan,installments,2026-01-09:405.74|2026-02-08:405.74|2026-03-10:405.74,2026-01-15,none,Requested: EUR 1170.4. Safe to pay today: EUR 1076.32. Current available balance: EUR 2011.18; required minimum balance: EUR 700. Recommendation: installments. Payment plan: 2026-01-09:405.74|2026-02-08:405.74|2026-03-10:405.74. The selected plan completes the request by its deadline while preserving the 90-day minimum-balance requirement. Earliest safe full-payment date: 2026-01-15. Included recurring rent expense: EUR 400.4.
request_196,762.30,affordable_now,full_payment,2024-06-03:762.3,2024-06-03,none,Requested: EUR 762.3. Safe to pay today: EUR 762.30. Current available balance: EUR 1575.65; required minimum balance: EUR 500. Recommendation: full_payment. Payment plan: 2024-06-03:762.3. The selected full payment is safe on the request date under the deterministic 90-day forecast. Included confirmed salary: EUR 814 on 2024-06-15. Included recurring rent expense: EUR 248.6.
request_197,0,not_affordable,not_recommended,none,,none,Requested: IDR 50939000. Safe to pay today: IDR 0. Current available balance: IDR 96081218.26; required minimum balance: IDR 26245900. Recommendation: not_recommended. No safe eligible supplied payment plan completes the request by 2026-01-21 while preserving the 90-day minimum-balance requirement. Included recurring rent expense: IDR 11191000.
request_198,185800.00,affordable_now,full_payment,2026-07-07:185800,2026-07-07,none,Requested: INR 185800. Safe to pay today: INR 185800.00. Current available balance: INR 395190; required minimum balance: INR 124300. Recommendation: full_payment. Payment plan: 2026-07-07:185800. The selected full payment is safe on the request date under the deterministic 90-day forecast. Included recurring housing expense: INR 17550.
request_199,23674000.00,affordable_with_plan,installments,2024-09-07:8206986.67|2024-10-08:8206986.67|2024-11-08:8206986.67,2024-09-04,none,Requested: IDR 23674000. Safe to pay today: IDR 23674000.00. Current available balance: IDR 136691818.94; required minimum balance: IDR 25359500. Recommendation: installments. Payment plan: 2024-09-07:8206986.67|2024-10-08:8206986.67|2024-11-08:8206986.67. The selected plan completes the request by its deadline while preserving the 90-day minimum-balance requirement. Earliest safe full-payment date: 2024-09-04. Included recurring rent expense: IDR 10070000.
request_200,21717000.00,affordable_now,full_payment,2025-02-06:21717000,2025-02-06,none,Requested: IDR 21717000. Safe to pay today: IDR 21717000.00. Current available balance: IDR 53886150; required minimum balance: IDR 20114600. Recommendation: full_payment. Payment plan: 2025-02-06:21717000. The selected full payment is safe on the request date under the deterministic 90-day forecast. Included recurring housing expense: IDR 2346500.
request_201,23997000.00,affordable_now,full_payment,2026-04-03:23997000,2026-04-03,none,Requested: IDR 23997000. Safe to pay today: IDR 23997000.00. Current available balance: IDR 77973400; required minimum balance: IDR 17304500. Recommendation: full_payment. Payment plan: 2026-04-03:23997000. The selected full payment is safe on the request date under the deterministic 90-day forecast. Included recurring rent expense: IDR 6251000.
request_202,123900.00,affordable_now,full_payment,2024-12-05:123900,2024-12-05,none,Requested: INR 123900. Safe to pay today: INR 123900.00. Current available balance: INR 366065; required minimum balance: INR 147800. Recommendation: full_payment. Payment plan: 2024-12-05:123900. The selected full payment is safe on the request date under the deterministic 90-day forecast. Included recurring rent expense: INR 58300.
request_203,1442.10,affordable_with_plan,installments,2025-05-10:499.93|2025-06-07:499.93|2025-07-05:499.93,2025-05-07,none,Requested: EUR 1442.1. Safe to pay today: EUR 1442.10. Current available balance: EUR 8327.38; required minimum balance: EUR 1400. Recommendation: installments. Payment plan: 2025-05-10:499.93|2025-06-07:499.93|2025-07-05:499.93. The selected plan completes the request by its deadline while preserving the 90-day minimum-balance requirement. Earliest safe full-payment date: 2025-05-07. Included recurring rent expense: EUR 800.8.
request_204,0,not_affordable,not_recommended,none,,none,Requested: EUR 588.74. Safe to pay today: EUR 0. Current available balance: EUR 2626.28; required minimum balance: EUR 1300. Recommendation: not_recommended. No safe eligible supplied payment plan completes the request by 2026-01-31 while preserving the 90-day minimum-balance requirement. Included confirmed salary: EUR 2024 on 2026-01-15. Included recurring rent expense: EUR 628.1.
request_205,10621000.00,affordable_now,full_payment,2024-03-06:10621000,2024-03-06,none,Requested: IDR 10621000. Safe to pay today: IDR 10621000.00. Current available balance: IDR 31462900; required minimum balance: IDR 13994300. Recommendation: full_payment. Payment plan: 2024-03-06:10621000. The selected full payment is safe on the request date under the deterministic 90-day forecast. Included confirmed salary: IDR 18240000 on 2024-03-15. Included recurring rent expense: IDR 5871000.
request_206,1404.70,affordable_with_plan,installments,2025-08-03:486.96|2025-08-31:486.96|2025-09-28:486.96,2025-08-03,none,Requested: EUR 1404.7. Safe to pay today: EUR 1404.70. Current available balance: EUR 5231.14; required minimum balance: EUR 900. Recommendation: installments. Payment plan: 2025-08-03:486.96|2025-08-31:486.96|2025-09-28:486.96. The selected plan completes the request by its deadline while preserving the 90-day minimum-balance requirement. Included recurring rent expense: EUR 452.1.
request_207,6737.41,affordable_later,wait,2026-07-15:11830,2026-07-15,none,Requested: ZAR 11830. Safe to pay today: ZAR 6737.41. Current available balance: ZAR 26729.6; required minimum balance: ZAR 13600. Recommendation: wait. Payment plan: 2026-07-15:11830. The selected full payment becomes safe later within the forecast horizon. Included confirmed salary: ZAR 21120 on 2026-07-15. Included recurring housing expense: ZAR 2453.
request_208,4413000.00,affordable_now,full_payment,2024-06-07:4413000,2024-06-07,none,Requested: IDR 4413000. Safe to pay today: IDR 4413000.00. Current available balance: IDR 16928800; required minimum balance: IDR 10470700. Recommendation: full_payment. Payment plan: 2024-06-07:4413000. The selected full payment is safe on the request date under the deterministic 90-day forecast. Included recurring rent expense: IDR 3097000.
request_209,2387.04,not_affordable,not_recommended,none,2026-01-15,none,Requested: ZAR 56914. Safe to pay today: ZAR 2387.04. Current available balance: ZAR 27025.1; required minimum balance: ZAR 18400. Recommendation: not_recommended. No safe eligible supplied payment plan completes the request by 2025-11-25 while preserving the 90-day minimum-balance requirement. Earliest safe full-payment date: 2026-01-15. Included confirmed salary: ZAR 21120 on 2025-11-15. Included recurring housing expense: ZAR 2409.
request_210,1100.68,affordable_with_plan,partial_payment,2026-04-06:1100.68|2026-04-15:259.34,2026-04-15,none,Requested: USD 1360.02. Safe to pay today: USD 1100.68. Current available balance: USD 3525.32; required minimum balance: USD 2000. Recommendation: partial_payment. Payment plan: 2026-04-06:1100.68|2026-04-15:259.34. The selected plan completes the request by its deadline while preserving the 90-day minimum-balance requirement. Earliest safe full-payment date: 2026-04-15. Included recurring rent expense: USD 673.2.
request_211,369.36,affordable_later,wait,2024-09-15:1788.6,2024-09-15,none,Requested: EUR 1788.6. Safe to pay today: EUR 369.36. Current available balance: EUR 2727.89; required minimum balance: EUR 1500. Recommendation: wait. Payment plan: 2024-09-15:1788.6. The selected full payment becomes safe later within the forecast horizon. Included confirmed salary: EUR 1884.96 on 2024-09-15. Included recurring rent expense: EUR 460.9.
request_212,5037122.36,not_affordable,not_recommended,none,,none,Requested: IDR 71934000. Safe to pay today: IDR 5037122.36. Current available balance: IDR 51923800; required minimum balance: IDR 29579800. Recommendation: not_recommended. No safe eligible supplied payment plan completes the request by 2025-02-28 while preserving the 90-day minimum-balance requirement. Included confirmed salary: IDR 33440000 on 2025-02-23. Included recurring rent expense: IDR 7600000.
request_213,3362.40,affordable_with_plan,installments,2026-01-21:1165.63|2026-02-20:1165.63|2026-03-22:1165.63,2026-01-07,none,Requested: USD 3362.4. Safe to pay today: USD 3362.40. Current available balance: USD 12051.94; required minimum balance: USD 2100. Recommendation: installments. Payment plan: 2026-01-21:1165.63|2026-02-20:1165.63|2026-03-22:1165.63. The selected plan completes the request by its deadline while preserving the 90-day minimum-balance requirement. Earliest safe full-payment date: 2026-01-07. Included recurring rent expense: USD 842.4.
request_214,69750.00,affordable_with_plan,installments,2024-12-04:36270|2025-01-01:36270,2024-12-04,none,Requested: INR 69750. Safe to pay today: INR 69750.00. Current available balance: INR 292180; required minimum balance: INR 174900. Recommendation: installments. Payment plan: 2024-12-04:36270|2025-01-01:36270. The selected plan completes the request by its deadline while preserving the 90-day minimum-balance requirement. Included recurring rent expense: INR 69100.
request_215,29986.00,affordable_with_plan,installments,2025-05-09:10395.15|2025-06-06:10395.15|2025-07-04:10395.15,2025-05-06,none,Requested: ZAR 29986. Safe to pay today: ZAR 29986.00. Current available balance: ZAR 93951.16; required minimum balance: ZAR 15700. Recommendation: installments. Payment plan: 2025-05-09:10395.15|2025-06-06:10395.15|2025-07-04:10395.15. The selected plan completes the request by its deadline while preserving the 90-day minimum-balance requirement. Earliest safe full-payment date: 2025-05-06. Included recurring rent expense: ZAR 6270.
request_216,599.10,affordable_later,wait,2026-08-15:3332.4,2026-08-15,none,Requested: USD 3332.4. Safe to pay today: USD 599.10. Current available balance: USD 2966.8; required minimum balance: USD 1800. Recommendation: wait. Payment plan: 2026-08-15:3332.4. The selected full payment becomes safe later within the forecast horizon. Included confirmed salary: USD 2424 on 2026-07-15. Included recurring housing expense: USD 194.
request_217,21213.49,affordable_with_plan,installments,2024-03-19:12889.07|2024-04-19:12889.07|2024-05-20:12889.07,2024-03-15,none,Requested: ZAR 37180. Safe to pay today: ZAR 21213.49. Current available balance: ZAR 58401.97; required minimum balance: ZAR 26800. Recommendation: installments. Payment plan: 2024-03-19:12889.07|2024-04-19:12889.07|2024-05-20:12889.07. The selected plan completes the request by its deadline while preserving the 90-day minimum-balance requirement. Earliest safe full-payment date: 2024-03-15. Included confirmed salary: ZAR 35420 on 2024-03-15. Included recurring rent expense: ZAR 10472.
request_218,27553020.13,affordable_with_plan,installments,2025-08-07:21195893.33|2025-09-04:21195893.33|2025-10-02:21195893.33,2025-08-15,none,Requested: IDR 61142000. Safe to pay today: IDR 27553020.13. Current available balance: IDR 72419614.8; required minimum balance: IDR 34477200. Recommendation: installments. Payment plan: 2025-08-07:21195893.33|2025-09-04:21195893.33|2025-10-02:21195893.33. The selected plan completes the request by its deadline while preserving the 90-day minimum-balance requirement. Earliest safe full-payment date: 2025-08-15. Included confirmed salary: IDR 48640000 on 2025-08-15. Included recurring housing expense: IDR 3800000.
request_219,705.74,affordable_with_plan,installments,2026-04-07:580.01|2026-05-07:580.01|2026-06-06:580.01,2026-05-15,none,Requested: EUR 1673.1. Safe to pay today: EUR 705.74. Current available balance: EUR 2815.51; required minimum balance: EUR 1100. Recommendation: installments. Payment plan: 2026-04-07:580.01|2026-05-07:580.01|2026-06-06:580.01. The selected plan completes the request by its deadline while preserving the 90-day minimum-balance requirement. Earliest safe full-payment date: 2026-05-15. Included confirmed salary: EUR 1914 on 2026-04-15. Included recurring rent expense: EUR 650.1.
request_220,180.76,not_affordable,not_recommended,none,,none,Requested: EUR 3118.5. Safe to pay today: EUR 180.76. Current available balance: EUR 1487.32; required minimum balance: EUR 1100. Recommendation: not_recommended. No safe eligible supplied payment plan completes the request by 2024-07-03 while preserving the 90-day minimum-balance requirement. Included recurring rent expense: EUR 309.1.
request_221,109800.00,affordable_now,full_payment,2025-11-03:109800,2025-11-03,none,Requested: INR 109800. Safe to pay today: INR 109800.00. Current available balance: INR 268305; required minimum balance: INR 81500. Recommendation: full_payment. Payment plan: 2025-11-03:109800. The selected full payment is safe on the request date under the deterministic 90-day forecast. Included recurring rent expense: INR 29300.
request_222,34078.00,affordable_now,full_payment,2026-01-05:34078,2026-01-05,none,Requested: ZAR 34078. Safe to pay today: ZAR 34078.00. Current available balance: ZAR 118101.7; required minimum balance: ZAR 27300. Recommendation: full_payment. Payment plan: 2026-01-05:34078. The selected full payment is safe on the request date under the deterministic 90-day forecast. Included recurring rent expense: ZAR 8404.
request_223,898.70,affordable_now,full_payment,2024-09-07:898.7,2024-09-07,none,Requested: EUR 898.7. Safe to pay today: EUR 898.70. Current available balance: EUR 2255.51; required minimum balance: EUR 800. Recommendation: full_payment. Payment plan: 2024-09-07:898.7. The selected full payment is safe on the request date under the deterministic 90-day forecast. Included confirmed salary: EUR 1309 on 2024-09-15. Included recurring rent expense: EUR 342.1.
request_224,10327000.00,affordable_with_plan,installments,2025-02-04:5370040|2025-03-04:5370040,2025-02-04,none,Requested: IDR 10327000. Safe to pay today: IDR 10327000.00. Current available balance: IDR 49969400; required minimum balance: IDR 22187600. Recommendation: installments. Payment plan: 2025-02-04:5370040|2025-03-04:5370040. The selected plan completes the request by its deadline while preserving the 90-day minimum-balance requirement. Included recurring rent expense: IDR 9310000.
request_225,12053608.00,affordable_with_plan,installments,2026-07-20:7647120|2026-08-19:7647120|2026-09-18:7647120,2026-08-15,none,Requested: IDR 22059000. Safe to pay today: IDR 12053608.00. Current available balance: IDR 35791159.6; required minimum balance: IDR 17670700. Recommendation: installments. Payment plan: 2026-07-20:7647120|2026-08-19:7647120|2026-09-18:7647120. The selected plan completes the request by its deadline while preserving the 90-day minimum-balance requirement. Earliest safe full-payment date: 2026-08-15. Included recurring rent expense: IDR 6346000.
request_226,157000.00,affordable_now,full_payment,2024-12-03:157000,2024-12-03,none,Requested: INR 157000. Safe to pay today: INR 157000.00. Current available balance: INR 581180; required minimum balance: INR 209400. Recommendation: full_payment. Payment plan: 2024-12-03:157000. The selected full payment is safe on the request date under the deterministic 90-day forecast. Included recurring rent expense: INR 82200.
request_227,12861.34,not_affordable,not_recommended,none,,none,Requested: INR 259700. Safe to pay today: INR 12861.34. Current available balance: INR 105655; required minimum balance: INR 62900. Recommendation: not_recommended. No safe eligible supplied payment plan completes the request by 2025-06-20 while preserving the 90-day minimum-balance requirement. Included recurring housing expense: INR 10250.
request_228,0,not_affordable,not_recommended,none,,none,Requested: IDR 63327000. Safe to pay today: IDR 0. Current available balance: IDR 36748550; required minimum balance: IDR 26191200. Recommendation: not_recommended. No safe eligible supplied payment plan completes the request by 2026-04-30 while preserving the 90-day minimum-balance requirement. Included confirmed salary: IDR 30400000 on 2026-04-15. Included recurring rent expense: IDR 7049000.
request_229,550.76,affordable_with_plan,installments,2024-03-18:529.29|2024-04-18:529.29|2024-05-19:529.29,2024-04-15,none,Requested: EUR 1526.8. Safe to pay today: EUR 550.76. Current available balance: EUR 1800.52; required minimum balance: EUR 1000. Recommendation: installments. Payment plan: 2024-03-18:529.29|2024-04-18:529.29|2024-05-19:529.29. The selected plan completes the request by its deadline while preserving the 90-day minimum-balance requirement. Earliest safe full-payment date: 2024-04-15. Included recurring rent expense: EUR 366.3.
request_230,3537.60,affordable_now,full_payment,2025-08-06:3537.6,2025-08-06,none,Requested: EUR 3537.6. Safe to pay today: EUR 3537.60. Current available balance: EUR 8676.76; required minimum balance: EUR 2000. Recommendation: full_payment. Payment plan: 2025-08-06:3537.6. The selected full payment is safe on the request date under the deterministic 90-day forecast. Included recurring rent expense: EUR 891.
request_231,35706.00,affordable_with_plan,installments,2026-01-06:12378.08|2026-02-05:12378.08|2026-03-07:12378.08,2026-01-03,none,Requested: ZAR 35706. Safe to pay today: ZAR 35706.00. Current available balance: ZAR 84590.59; required minimum balance: ZAR 24300. Recommendation: installments. Payment plan: 2026-01-06:12378.08|2026-02-05:12378.08|2026-03-07:12378.08. The selected plan completes the request by its deadline while preserving the 90-day minimum-balance requirement. Earliest safe full-payment date: 2026-01-03. Included confirmed salary: ZAR 44000 on 2026-01-15. Included recurring rent expense: ZAR 14168.
request_232,0,not_affordable,not_recommended,none,,none,Requested: EUR 1970.1. Safe to pay today: EUR 0. Current available balance: EUR 4269.4; required minimum balance: EUR 2400. Recommendation: not_recommended. No safe eligible supplied payment plan completes the request by 2024-08-15 while preserving the 90-day minimum-balance requirement. Included confirmed salary: EUR 2772 on 2024-06-15. Included recurring rent expense: EUR 873.4.
request_233,0,not_affordable,not_recommended,none,,none,Requested: IDR 6241000. Safe to pay today: IDR 0. Current available balance: IDR 19341300; required minimum balance: IDR 10365700. Recommendation: not_recommended. No safe eligible supplied payment plan completes the request by 2025-12-17 while preserving the 90-day minimum-balance requirement. Included recurring rent expense: IDR 3895000.
request_234,280.23,affordable_later,wait,2026-08-15:1213.3,2026-08-15,none,Requested: EUR 1213.3. Safe to pay today: EUR 280.23. Current available balance: EUR 1274.25; required minimum balance: EUR 700. Recommendation: wait. Payment plan: 2026-08-15:1213.3. The selected full payment becomes safe later within the forecast horizon. Included recurring housing expense: EUR 86.
request_235,967.20,affordable_now,full_payment,2024-09-06:967.2,2024-09-06,none,Requested: USD 967.2. Safe to pay today: USD 967.20. Current available balance: USD 2086.28; required minimum balance: USD 700. Recommendation: full_payment. Payment plan: 2024-09-06:967.2. The selected full payment is safe on the request date under the deterministic 90-day forecast. Included recurring rent expense: USD 224.4.
request_236,7443718.01,not_affordable,not_recommended,none,2025-04-15,none,Requested: IDR 52383000. Safe to pay today: IDR 7443718.01. Current available balance: IDR 31173450; required minimum balance: IDR 16768600. Recommendation: not_recommended. No safe eligible supplied payment plan completes the request by 2025-02-23 while preserving the 90-day minimum-balance requirement. Earliest safe full-payment date: 2025-04-15. Included recurring housing expense: IDR 2584000.
request_237,23826000.00,affordable_now,full_payment,2026-04-05:23826000,2026-04-05,none,Requested: IDR 23826000. Safe to pay today: IDR 23826000.00. Current available balance: IDR 100824550; required minimum balance: IDR 22431500. Recommendation: full_payment. Payment plan: 2026-04-05:23826000. The selected full payment is safe on the request date under the deterministic 90-day forecast. Included recurring rent expense: IDR 7695000.
request_238,663.60,affordable_with_plan,installments,2024-12-07:230.05|2025-01-07:230.05|2025-02-07:230.05,2024-12-07,none,Requested: USD 663.6. Safe to pay today: USD 663.60. Current available balance: USD 1882.07; required minimum balance: USD 700. Recommendation: installments. Payment plan: 2024-12-07:230.05|2025-01-07:230.05|2025-02-07:230.05. The selected plan completes the request by its deadline while preserving the 90-day minimum-balance requirement. Included recurring rent expense: USD 205.2.
request_239,0,not_affordable,not_recommended,none,,none,Requested: USD 642. Safe to pay today: USD 0. Current available balance: USD 1988.9; required minimum balance: USD 600. Recommendation: not_recommended. No safe eligible supplied payment plan completes the request by 2025-05-24 while preserving the 90-day minimum-balance requirement. Included confirmed salary: USD 1020 on 2025-05-15. Included recurring rent expense: USD 321.6.
